word,max_lem_cat,max_lem_lemma,marking
acopiar,VERB,acopiar,
acoplar,VERB,acoplar,
acordado,VERB,acordar,
acordar,VERB,acordar,
acordarse,VERB,acordar,
acorralar,VERB,acorralar,
acortar,VERB,acortar,
acosar,VERB,acosar,
acostado,VERB,acostar,
acostarse,VERB,acostar,
acotar,VERB,acotar,
activar,VERB,activar,
actuar,VERB,actuar,
acudir,VERB,acudir,
acumular,VERB,acumular,
acurrucarse,VERB,acurrucarse,
acusado,VERB,acusar,
acusar,VERB,acusar,
adaptar,VERB,adaptar,
adaptarse,VERB,adaptar,
adelantar,VERB,adelantar,
adelantarse,VERB,adelantar,
adelgazar,VERB,adelgazar,
adherido,VERB,adherir,
adherir,VERB,adherir,
adicionar,VERB,adicionar,
adivinar,VERB,adivinar,
adjuntar,VERB,adjuntar,
administrar,VERB,administrar,
admirar,VERB,admirar,
admitir,VERB,admitir,
adolecer,VERB,adolecer,
adorado,VERB,adorar,
adorar,VERB,adorar,
adornar,VERB,adornar,
adosar,VERB,adosar,
adquirido,VERB,adquirir,
adquirir,VERB,adquirir,
adueñarse,VERB,adueñarse,
adular,VERB,adular,
advertir,VERB,advertir,
afectar,VERB,afectar,
afeitar,VERB,afeitar,
aferrar,VERB,aferrar,
afianzar,VERB,afianzar,
afinar,VERB,afinar,
afirmar,VERB,afirmar,
afirmo,VERB,afirmar,
aflojar,VERB,aflojar,
afrontar,VERB,afrontar,
agacharse,VERB,agachar,
agarra,VERB,agarrar,
agarrar,VERB,agarrar,
agasajar,VERB,agasajar,
agitar,VERB,agitar,
agotar,VERB,agotar,
agradar,VERB,agradar,
agradecer,VERB,agradecer,
agrandar,VERB,agrandar,
agredir,VERB,agredir,
agregar,VERB,agregar,
agrupar,VERB,agrupar,
aguanta,VERB,aguantar,
aguantar,VERB,aguantar,
aguardar,VERB,aguardar,
agujerear,VERB,agujerear,
ahogar,VERB,ahogar,
ahogarse,VERB,ahogar,
ahondar,VERB,ahondar,
ahorcar,VERB,ahorcar,
ahorrar,VERB,ahorrar,
airear,VERB,airear,
aislar,VERB,aislar,
ajado,VERB,ajar,
ajar,VERB,ajar,
ajustar,VERB,ajustar,
alabar,VERB,alabar,
alardear,VERB,alardear,
alargar,VERB,alargar,
alargue,VERB,alargar,
alcanza,VERB,alcanzar,
alcanzar,VERB,alcanzar,
alegar,VERB,alegar,
alegrar,VERB,alegrar,
alejar,VERB,alejar,
alejarse,VERB,alejar,
alentar,VERB,alentar,
alimentar,VERB,alimentar,
alimentarse,VERB,alimentar,
alinear,VERB,alinear,
alisar,VERB,alisar,
aliviar,VERB,aliviar,
almacenar,VERB,almacenar,
alquilar,VERB,alquilar,
alterada,VERB,alterar,
alterado,VERB,alterar,
alterar,VERB,alterar,
alumbrar,VERB,alumbrar,
alzar,VERB,alzar,
amalgamar,VERB,amalgamar,
amamantar,VERB,amamantar,
amar,VERB,amar,
amarrar,VERB,amarrar,
amarse,VERB,amar,
amasar,VERB,amasar,
amedrentar,VERB,amedrentar,
amenazar,VERB,amenazar,
aminorar,VERB,aminorar,
amo,VERB,amar,
amoldar,VERB,amoldar,
amontonar,VERB,amontonar,
ampliar,VERB,ampliar,
analiza,VERB,analizar,
analizado,VERB,analizar,
analizar,VERB,analizar,
anda,VERB,andar,
andando,VERB,andar,
andar,VERB,andar,
anexar,VERB,anexar,
anhelado,VERB,anhelar,
anhelar,VERB,anhelar,
animar,VERB,animar,
animarse,VERB,animar,
animé,VERB,animar,
aniquilar,VERB,aniquilar,
anonadado,VERB,anonadar,
anotar,VERB,anotar,
anticipar,VERB,anticipar,
anticiparse,VERB,anticipar,
anudar,VERB,anudar,
anulado,VERB,anular,
anular,VERB,anular,
anunciar,VERB,anunciar,
añadido,VERB,añadir,
añadir,VERB,añadir,
añorar,VERB,añorar,
apaciguar,VERB,apaciguar,
apagar,VERB,apagar,
aparcar,VERB,aparcar,
aparecer,VERB,aparecer,
aparentar,VERB,aparentar,
apartar,VERB,apartar,
apenado,VERB,apenar,
apesadumbrado,VERB,apesadumbrar,
apilar,VERB,apilar,
aplastado,VERB,aplastar,
aplastar,VERB,aplastar,
aplaudir,VERB,aplaudir,
aplazar,VERB,aplazar,
aplicar,VERB,aplicar,
apoderarse,VERB,apoderar,
aporta,VERB,aportar,
aportar,VERB,aportar,
apostar,VERB,apostar,
apoya,VERB,apoyar,
apoyado,VERB,apoyar,
apoyar,VERB,apoyar,
apreciado,VERB,apreciar,
apreciar,VERB,apreciar,
aprehender,VERB,aprehender,
aprende,VERB,aprender,
aprender,VERB,aprender,
aprendido,VERB,aprender,
aprendo,VERB,aprender,
apresar,VERB,apresar,
apretar,VERB,apretar,
aprieta,VERB,apretar,
aprobar,VERB,aprobar,
aprontar,VERB,aprontar,
apropiar,VERB,apropiar,
apropiarse,VERB,apropiar,
aprovechado,VERB,aprovechar,
aprovechar,VERB,aprovechar,
aprovecharse,VERB,aprovechar,
aproximar,VERB,aproximar,
aproximarse,VERB,aproximar,
apuesto,VERB,apostar,
apuntar,VERB,apuntar,
apunte,VERB,apuntar,
apuñalar,VERB,apuñalar,
apurar,VERB,apurar,
apurarse,VERB,apurar,
arañar,VERB,arañar,
arar,VERB,arar,
archivar,VERB,archivar,
archivo,VERB,archivar,
arde,VERB,arder,
arder,VERB,arder,
argumentar,VERB,argumentar,
armar,VERB,armar,
armonizar,VERB,armonizar,
arrancar,VERB,arrancar,
arrasar,VERB,arrasar,
arrastrar,VERB,arrastrar,
arrastrarse,VERB,arrastrar,
arrebatar,VERB,arrebatar,
arregla,VERB,arreglar,
arreglado,VERB,arreglar,
arreglar,VERB,arreglar,
arreglarse,VERB,arreglar,
arremeter,VERB,arremeter,
arrepentirse,VERB,arrepentirse,
arribado,VERB,arribar,
arribar,VERB,arribar,
arriesgar,VERB,arriesgar,
arriesgarse,VERB,arriesgar,
arrimar,VERB,arrimar,
arrimarse,VERB,arrimar,
arrodillarse,VERB,arrodillar,
arrojado,VERB,arrojar,
arrojar,VERB,arrojar,
arropar,VERB,arropar,
arruinado,VERB,arruinar,
arruinar,VERB,arruinar,
articular,VERB,articular,
asaltar,VERB,asaltar,
asar,VERB,asar,
ascender,VERB,ascender,
asciende,VERB,ascender,
asear,VERB,asear,
asegurado,VERB,asegurar,
asegurar,VERB,asegurar,
asegurarse,VERB,asegurar,
aseguro,VERB,asegurar,
asentar,VERB,asentar,
asentir,VERB,asentir,
asesinar,VERB,asesinar,
aseverar,VERB,aseverar,
asfixiar,VERB,asfixiar,
asfixiarse,VERB,asfixiar,
asignar,VERB,asignar,
asimilar,VERB,asimilar,
asir,VERB,asir,
asistir,VERB,asistir,
asocia,VERB,asociar,
asociar,VERB,asociar,
asociarse,VERB,asociar,
asolar,VERB,asolar,
asombrar,VERB,asombrar,
aspirar,VERB,aspirar,
asumir,VERB,asumir,
asusta,VERB,asustar,
asustar,VERB,asustar,
ata,VERB,atar,
atacar,VERB,atacar,
atajar,VERB,atajar,
atar,VERB,atar,
atareado,VERB,atarear,
atender,VERB,atender,
aterrizar,VERB,aterrizar,
aterrorizado,VERB,aterrorizar,
atesorar,VERB,atesorar,
atiende,VERB,atender,
ato,VERB,atar,
atracar,VERB,atracar,
atrae,VERB,atraer,
atraer,VERB,atraer,
atrapa,VERB,atrapar,
atrapar,VERB,atrapar,
atrasar,VERB,atrasar,
atravesar,VERB,atravesar,
atreverse,VERB,atreverse,
atrevido,VERB,atreverse,
atribuir,VERB,atribuir,
atropellar,VERB,atropellar,
aturdir,VERB,aturdir,
aullar,VERB,aullar,
aumentar,VERB,aumentar,
aunar,VERB,aunar,
ausentarse,VERB,ausentar,
autentico,VERB,autenticar,
avalado,VERB,avalar,
avalar,VERB,avalar,
avanza,VERB,avanzar,
avanzado,VERB,avanzar,
avanzar,VERB,avanzar,
avasallar,VERB,avasallar,
aventar,VERB,aventar,
avergonzado,VERB,avergonzar,
averiado,VERB,averiar,
averiguar,VERB,averiguar,
avisar,VERB,avisar,
ayudar,VERB,ayudar,
bailar,VERB,bailar,
bajar,VERB,bajar,
balancear,VERB,balancear,
bancar,VERB,bancar,
bañar,VERB,bañar,
bañarse,VERB,bañar,
barrer,VERB,barrer,
basta,VERB,bastar,
batir,VERB,batir,
beber,VERB,beber,
bendecir,VERB,bendecir,
besar,VERB,besar,
hecho,VERB,hacer,
bloqueado,VERB,bloquear,
bloquear,VERB,bloquear,
boicotear,VERB,boicotear,
bordar,VERB,bordar,
bordó,VERB,bordar,
borrar,VERB,borrar,
bostezar,VERB,bostezar,
botar,VERB,botar,
brillar,VERB,brillar,
brincar,VERB,brincar,
brinda,VERB,brindar,
brindar,VERB,brindar,
bromear,VERB,bromear,
vibra,VERB,vibrar,
buscado,VERB,buscar,
buscar,VERB,buscar,
busco,VERB,buscar,
cabalgar,VERB,cabalgar,
cae,VERB,caer,
caer,VERB,caer,
caerse,VERB,caer,
cagar,VERB,cagar,
caído,VERB,caer,
calcular,VERB,calcular,
calentar,VERB,calentar,
calificar,VERB,calificar,
callar,VERB,callar,
calmar,VERB,calmar,
cambia,VERB,cambiar,
cambiado,VERB,cambiar,
cambiar,VERB,cambiar,
cambiarse,VERB,cambiar,
cambiemos,VERB,cambiar,
camina,VERB,caminar,
caminando,VERB,caminar,
caminar,VERB,caminar,
cancelar,VERB,cancelar,
cansar,VERB,cansar,
canta,VERB,cantar,
cantar,VERB,cantar,
canto,VERB,cantar,
capacitar,VERB,capacitar,
captar,VERB,captar,
capturar,VERB,capturar,
carece,VERB,carecer,
carecer,VERB,carecer,
cargar,VERB,cargar,
casar,VERB,casar,
casarse,VERB,casar,
castigar,VERB,castigar,
catalogar,VERB,catalogar,
causar,VERB,causar,
cavar,VERB,cavar,
cayendo,VERB,caer,
cayó,VERB,caer,
cazar,VERB,cazar,
ceder,VERB,ceder,
celebrar,VERB,celebrar,
cenar,VERB,cenar,
censurar,VERB,censurar,
centrar,VERB,centrar,
cercar,VERB,cercar,
cerrar,VERB,cerrar,
certificar,VERB,certificar,
cesar,VERB,cesar,
charlar,VERB,charlar,
chequear,VERB,chequear,
chiflar,VERB,chiflar,
chocar,VERB,chocar,
chorrear,VERB,chorrear,
chupar,VERB,chupar,
cierra,VERB,cerrar,
cinchar,VERB,cinchar,
circundar,VERB,circundar,
clasificar,VERB,clasificar,
clavar,VERB,clavar,
coartar,VERB,coartar,
cobija,VERB,cobijar,
cobijar,VERB,cobijar,
cobrar,VERB,cobrar,
cocinado,VERB,cocinar,
cocinar,VERB,cocinar,
coger,VERB,coger,
coincidir,VERB,coincidir,
colaborar,VERB,colaborar,
colado,VERB,colar,
colar,VERB,colar,
coleccionar,VERB,coleccionar,
colgar,VERB,colgar,
colocar,VERB,colocar,
colorear,VERB,colorear,
colorida,ADJECTIVE,colorido,
coloridas,VERB,colorir,
coma,VERB,comer,
combatir,VERB,combatir,
combinar,VERB,combinar,
come,VERB,comer,
comentar,VERB,comentar,
comenzar,VERB,comenzar,
comer,VERB,comer,
cometa,VERB,cometer,
cometa,VERB,cometer,
comidas,VERB,comer,
comparar,VERB,comparar,
comparte,VERB,compartir,
compartida,VERB,compartir,
compartir,VERB,compartir,
compensar,VERB,compensar,
competir,VERB,competir,
complacer,VERB,complacer,
complementar,VERB,complementar,
completado,VERB,completar,
completar,VERB,completar,
complicar,VERB,complicar,
componer,VERB,componer,
comprar,VERB,comprar,
comprende,VERB,comprender,
comprender,VERB,comprender,
comprendido,VERB,comprender,
comprimir,VERB,comprimir,
comprobado,VERB,comprobar,
comprobar,VERB,comprobar,
comprometer,VERB,comprometer,
comprometerse,VERB,comprometer,
comprometido,VERB,comprometer,
comunica,VERB,comunicar,
comunicar,VERB,comunicar,
comunicarse,VERB,comunicar,
concebir,VERB,concebir,
conceder,VERB,conceder,
conciliar,VERB,conciliar,
concluido,VERB,concluir,
concluir,VERB,concluir,
concluye,VERB,concluir,
concordar,VERB,concordar,
concretar,VERB,concretar,
concurrir,VERB,concurrir,
condenar,VERB,condenar,
conduce,VERB,conducir,
conducir,VERB,conducir,
conectar,VERB,conectar,
confesar,VERB,confesar,
confiar,VERB,confiar,
confirmar,VERB,confirmar,
conformar,VERB,conformar,
confrontar,VERB,confrontar,
confundir,VERB,confundir,
congelar,VERB,congelar,
congeniar,VERB,congeniar,
conjugar,VERB,conjugar,
conoce,VERB,conocer,
conocer,VERB,conocer,
conocerse,VERB,conocer,
conozco,VERB,conocer,
conquistar,VERB,conquistar,
conseguir,VERB,conseguir,
consensuar,VERB,consensuar,
consentir,VERB,consentir,
conserva,VERB,conservar,
conservar,VERB,conservar,
considerar,VERB,considerar,
consigna,VERB,consignar,
consigue,VERB,conseguir,
consolado,VERB,consolar,
consolar,VERB,consolar,
constatar,VERB,constatar,
construir,VERB,construir,
construye,VERB,construir,
consultar,VERB,consultar,
consumir,VERB,consumir,
contaminado,VERB,contaminar,
contaminar,VERB,contaminar,
contar,VERB,contar,
contemplar,VERB,contemplar,
contener,VERB,contener,
contenta,ADJECTIVE,contento,
contesta,VERB,contestar,
contestar,VERB,contestar,
contiene,VERB,contener,
continúa,VERB,continuar,
continuar,VERB,continuar,
contradecir,VERB,contradecir,
contraer,VERB,contraer,
contratar,VERB,contratar,
contribuir,VERB,contribuir,
controlado,VERB,controlar,
controlar,VERB,controlar,
convencer,VERB,convencer,
convenir,VERB,convenir,
conversar,VERB,conversar,
convidar,VERB,convidar,
convivir,VERB,convivir,
cooperar,VERB,cooperar,
coordinar,VERB,coordinar,
copado,VERB,copar,
copiar,VERB,copiar,
coquetear,VERB,coquetear,
roto,ADJECTIVE,roto,
corre,VERB,correr,
corregir,VERB,corregir,
correr,VERB,correr,
correrse,VERB,correr,
corresponde,VERB,corresponder,
corresponder,VERB,corresponder,
corrido,VERB,correr,
corriendo,VERB,correr,
corro,VERB,correr,
corroborar,VERB,corroborar,
corromper,VERB,corromper,
corrugado,VERB,corrugar,
cortado,VERB,cortar,
cortar,VERB,cortar,
cosechar,VERB,cosechar,
coser,VERB,coser,
crea,VERB,creer,
crear,VERB,crear,
crece,VERB,crecer,
crecer,VERB,crecer,
creciendo,VERB,crecer,
creer,VERB,creer,
creído,VERB,creer,
creo,VERB,creer,
criar,VERB,criar,
criticar,VERB,criticar,
crucificar,VERB,crucificar,
crujir,VERB,crujir,
cruzar,VERB,cruzar,
cubre,VERB,cubrir,
cubrir,VERB,cubrir,
cubrirse,VERB,cubrir,
cuesta,VERB,costar,
cuestionar,VERB,cuestionar,
cuidar,VERB,cuidar,
cuidarse,VERB,cuidar,
culminar,VERB,culminar,
culpar,VERB,culpar,
cultivar,VERB,cultivar,
cumple,VERB,cumplir,
cumplido,VERB,cumplir,
cumplir,VERB,cumplir,
curar,VERB,curar,
curiosear,VERB,curiosear,
da,VERB,dar,
dado,VERB,dar,
danzar,VERB,danzar,
dañar,VERB,dañar,
dar,VERB,dar,
dar,VERB,dar,
dar,VERB,dar,
darse,VERB,dar,
darse,VERB,dar,
das,VERB,dar,
deambular,VERB,deambular,
debatir,VERB,debatir,
debe,VERB,deber,
debilitar,VERB,debilitar,
decaer,VERB,decaer,
decaído,VERB,decaer,
decepcionado,VERB,decepcionar,
decepcionar,VERB,decepcionar,
decidido,VERB,decidir,
decidir,VERB,decidir,
decir,VERB,decir,
declarar,VERB,declarar,
declinar,VERB,declinar,
decora,VERB,decorar,
decorar,VERB,decorar,
dedicado,VERB,dedicar,
dedicar,VERB,dedicar,
deducir,VERB,deducir,
defecar,VERB,defecar,
defender,VERB,defender,
defendido,VERB,defender,
definir,VERB,definir,
defraudar,VERB,defraudar,
deglutir,VERB,deglutir,
degradar,VERB,degradar,
degustar,VERB,degustar,
deja,VERB,dejar,
dejado,VERB,dejar,
dejar,VERB,dejar,
dejar,VERB,dejar,
dejar,VERB,dejar,
ir,VERB,ir,
dejarse,VERB,dejar,
deje,VERB,dejar,
delatar,VERB,delatar,
delegar,VERB,delegar,
delimitado,VERB,delimitar,
delimitar,VERB,delimitar,
delinear,VERB,delinear,
delinquir,VERB,delinquir,
demandar,VERB,demandar,
demorado,VERB,demorar,
demorar,VERB,demorar,
demostrar,VERB,demostrar,
denegado,VERB,denegar,
denegar,VERB,denegar,
denigrar,VERB,denigrar,
denuncia,VERB,denunciar,
denunciar,VERB,denunciar,
depende,VERB,depender,
depender,VERB,depender,
depilar,VERB,depilar,
depositar,VERB,depositar,
deriva,VERB,derivar,
derramar,VERB,derramar,
derretir,VERB,derretir,
derribar,VERB,derribar,
derrocar,VERB,derrocar,
derrotar,VERB,derrotar,
desacreditar,VERB,desacreditar,
desactivar,VERB,desactivar,
desafiar,VERB,desafiar,
desalineado,VERB,desalinear,
desalojar,VERB,desalojar,
desamparado,VERB,desamparar,
desaparece,VERB,desaparecer,
desaparecer,VERB,desaparecer,
desaparecido,VERB,desaparecer,
desaprobar,VERB,desaprobar,
desarmar,VERB,desarmar,
desarrollar,VERB,desarrollar,
desatado,VERB,desatar,
desatar,VERB,desatar,
descalificado,VERB,descalificar,
descalificar,VERB,descalificar,
descansar,VERB,descansar,
descargar,VERB,descargar,
descartado,VERB,descartar,
descartar,VERB,descartar,
descender,VERB,descender,
descifrar,VERB,descifrar,
descomponer,VERB,descomponer,
desconectado,VERB,desconectar,
desconfiar,VERB,desconfiar,
desconocer,VERB,desconocer,
desconozco,VERB,desconocer,
describir,VERB,describir,
descubierto,VERB,descubrir,
descubrir,VERB,descubrir,
descuidar,VERB,descuidar,
desea,VERB,desear,
desear,VERB,desear,
desechar,VERB,desechar,
desembarcar,VERB,desembarcar,
desencadenar,VERB,desencadenar,
desencajado,VERB,desencajar,
desentendido,VERB,desentenderse,
desesperanzado,VERB,desesperanzar,
desestimar,VERB,desestimar,
desgarrar,VERB,desgarrar,
desgastado,VERB,desgastar,
desgastar,VERB,desgastar,
deshacer,VERB,deshacer,
desinfectar,VERB,desinfectar,
desinhibido,VERB,desinhibir,
desistir,VERB,desistir,
desligar,VERB,desligar,
deslizar,VERB,deslizar,
deslizarse,VERB,deslizar,
deslumbrar,VERB,deslumbrar,
desmejorado,VERB,desmejorar,
desmentir,VERB,desmentir,
desmenuzar,VERB,desmenuzar,
desmerecer,VERB,desmerecer,
desmotivado,VERB,desmotivar,
desobedecer,VERB,desobedecer,
desolado,VERB,desolar,
desordenar,VERB,desordenar,
desparramar,VERB,desparramar,
despedazar,VERB,despedazar,
despedir,VERB,despedir,
despedirse,VERB,despedir,
despegado,VERB,despegar,
despegar,VERB,despegar,
despeinado,VERB,despeinar,
despejar,VERB,despejar,
desperdiciar,VERB,desperdiciar,
despertar,VERB,despertar,
despertarse,VERB,despertar,
despierta,VERB,despertar,
desplazado,VERB,desplazar,
desplazar,VERB,desplazar,
desplazarse,VERB,desplazar,
despojado,VERB,despojar,
despojar,VERB,despojar,
despreciar,VERB,despreciar,
desprender,VERB,desprender,
desprenderse,VERB,desprender,
desprotegido,VERB,desproteger,
desquiciado,VERB,desquiciar,
destaca,VERB,destacar,
destacar,VERB,destacar,
destaque,VERB,destacar,
destrozado,VERB,destrozar,
destrozar,VERB,destrozar,
destruido,VERB,destruir,
destruir,VERB,destruir,
destruye,VERB,destruir,
desubicado,VERB,desubicar,
desvalorizado,VERB,desvalorizar,
desvalorizar,VERB,desvalorizar,
desvestido,VERB,desvestir,
desviado,VERB,desviar,
desviar,VERB,desviar,
detallar,VERB,detallar,
detectar,VERB,detectar,
detener,VERB,detener,
detenerse,VERB,detener,
detenido,VERB,detener,
deteriorado,VERB,deteriorar,
determinar,VERB,determinar,
detestar,VERB,detestar,
detesto,VERB,detestar,
devastado,VERB,devastar,
develar,VERB,develar,
devenir,VERB,devenir,
devolver,VERB,devolver,
di,VERB,dar,
dialogar,VERB,dialogar,
dibujar,VERB,dibujar,
dice,VERB,decir,
dicho,VERB,decir,
dictar,VERB,dictar,
difamar,VERB,difamar,
diferenciar,VERB,diferenciar,
dificultar,VERB,dificultar,
difundir,VERB,difundir,
digerir,VERB,digerir,
digo,VERB,decir,
dije,VERB,decir,
dilatar,VERB,dilatar,
dilucidar,VERB,dilucidar,
dirige,VERB,dirigir,
dirigido,VERB,dirigir,
dirigir,VERB,dirigir,
dirigirse,VERB,dirigir,
discernir,VERB,discernir,
discrepar,VERB,discrepar,
discriminado,VERB,discriminar,
discriminar,VERB,discriminar,
disculpar,VERB,disculpar,
discutir,VERB,discutir,
disentir,VERB,disentir,
diseñar,VERB,diseñar,
disfruta,VERB,disfrutar,
disfrutar,VERB,disfrutar,
disimular,VERB,disimular,
disminuido,VERB,disminuir,
disminuir,VERB,disminuir,
disminuye,VERB,disminuir,
disolver,VERB,disolver,
disparar,VERB,disparar,
disponer,VERB,disponer,
distanciar,VERB,distanciar,
distinguir,VERB,distinguir,
distorsionar,VERB,distorsionar,
distraer,VERB,distraer,
distraerse,VERB,distraer,
distribuir,VERB,distribuir,
divagar,VERB,divagar,
divertir,VERB,divertir,
divertirse,VERB,divertir,
divide,VERB,dividir,
dividir,VERB,dividir,
divisar,VERB,divisar,
divulgar,VERB,divulgar,
doblar,VERB,doblar,
doblegar,VERB,doblegar,
doler,VERB,doler,
dominar,VERB,dominar,
donar,VERB,donar,
dormir,VERB,dormir,
dormirse,VERB,dormir,
doy,VERB,dar,
ducharse,VERB,duchar,
dudar,VERB,dudar,
duele,VERB,doler,
duplicado,VERB,duplicar,
duplicar,VERB,duplicar,
durar,VERB,durar,
echado,VERB,echar,
echar,VERB,echar,
edificar,VERB,edificar,
educa,VERB,educar,
educar,VERB,educar,
ejecutar,VERB,ejecutar,
ejercer,VERB,ejercer,
ejercitar,VERB,ejercitar,
elabora,VERB,elaborar,
elaborar,VERB,elaborar,
elegido,VERB,elegir,
elegir,VERB,elegir,
elevar,VERB,elevar,
elevarse,VERB,elevar,
eliminar,VERB,eliminar,
elogiar,VERB,elogiar,
eludir,VERB,eludir,
embellecer,VERB,embellecer,
embocar,VERB,embocar,
embole,VERB,embolar,
emigrar,VERB,emigrar,
emitir,VERB,emitir,
emocionado,VERB,emocionar,
emparejar,VERB,emparejar,
empeñar,VERB,empeñar,
empeorar,VERB,empeorar,
empezar,VERB,empezar,
emplazar,VERB,emplazar,
emplear,VERB,emplear,
emprender,VERB,emprender,
empujar,VERB,empujar,
empuñar,VERB,empuñar,
enaltecer,VERB,enaltecer,
enamorar,VERB,enamorar,
enamorarse,VERB,enamorar,
encabezar,VERB,encabezar,
encajar,VERB,encajar,
encaminado,VERB,encaminar,
encaminar,VERB,encaminar,
encandilar,VERB,encandilar,
encantar,VERB,encantar,
encarar,VERB,encarar,
encarcelar,VERB,encarcelar,
encasillar,VERB,encasillar,
encastrar,VERB,encastrar,
encastre,VERB,encastrar,
encender,VERB,encender,
encerrar,VERB,encerrar,
encontrado,VERB,encontrar,
encontrar,VERB,encontrar,
encontrarse,VERB,encontrar,
encuentra,VERB,encontrar,
enderezar,VERB,enderezar,
enfadado,VERB,enfadar,
enfermar,VERB,enfermar,
enfocado,VERB,enfocar,
enfocar,VERB,enfocar,
enfrentado,VERB,enfrentar,
enfrentar,VERB,enfrentar,
enfriar,VERB,enfriar,
enfurecer,VERB,enfurecer,
enganchar,VERB,enganchar,
engañado,VERB,engañar,
engañar,VERB,engañar,
engendrar,VERB,engendrar,
engordar,VERB,engordar,
engrandecer,VERB,engrandecer,
enlazar,VERB,enlazar,
enloquecer,VERB,enloquecer,
enloquecido,VERB,enloquecer,
enmarañado,VERB,enmarañar,
enmendar,VERB,enmendar,
enojado,VERB,enojar,
enojados,VERB,enojar,
enojar,VERB,enojar,
enojarse,VERB,enojar,
enredado,VERB,enredar,
enredar,VERB,enredar,
enriquecer,VERB,enriquecer,
enrollar,VERB,enrollar,
enroscado,VERB,enroscar,
ensamblar,VERB,ensamblar,
enseña,VERB,enseñar,
enseñar,VERB,enseñar,
ensuciar,VERB,ensuciar,
entender,VERB,entender,
entenderse,VERB,entender,
entendido,VERB,entender,
enterrar,VERB,enterrar,
entiende,VERB,entender,
entiendo,VERB,entender,
entorpecer,VERB,entorpecer,
entra,VERB,entrar,
entrar,VERB,entrar,
entrega,VERB,entregar,
entregar,VERB,entregar,
entregarse,VERB,entregar,
entrelazar,VERB,entrelazar,
entrenar,VERB,entrenar,
entretener,VERB,entretener,
entretenido,ADJECTIVE,entretenido,
entreverar,VERB,entreverar,
entro,VERB,entrar,
entrometerse,VERB,entrometer,
enumerar,VERB,enumerar,
envejecer,VERB,envejecer,
enviar,VERB,enviar,
envolver,VERB,envolver,
equilibrar,VERB,equilibrar,
equiparar,VERB,equiparar,
equivocar,VERB,equivocar,
equivocarse,VERB,equivocar,
era,VERB,ser,
eres,VERB,ser,
erguido,VERB,erguir,
erguirse,VERB,erguir,
erradicar,VERB,erradicar,
errado,VERB,errar,
errar,VERB,errar,
es,VERB,ser,
es,VERB,ser,
escabullirse,VERB,escabullirse,
escapar,VERB,escapar,
escaparse,VERB,escapar,
esclarecer,VERB,esclarecer,
escoger,VERB,escoger,
esconde,VERB,esconder,
esconder,VERB,esconder,
esconderse,VERB,esconder,
escribe,VERB,escribir,
escribir,VERB,escribir,
escribo,VERB,escribir,
escucha,VERB,escuchar,
escuchado,VERB,escuchar,
escuchar,VERB,escuchar,
escudriñar,VERB,escudriñar,
escupir,VERB,escupir,
escurrir,VERB,escurrir,
esforzado,VERB,esforzar,
esforzar,VERB,esforzar,
esforzarse,VERB,esforzar,
esparcir,VERB,esparcir,
especificar,VERB,especificar,
especular,VERB,especular,
espera,VERB,esperar,
esperando,VERB,esperar,
esperar,VERB,esperar,
espero,VERB,esperar,
espiar,VERB,espiar,
esquivar,VERB,esquivar,
está,VERB,estar,
establecer,VERB,establecer,
estacionar,VERB,estacionar,
estafar,VERB,estafar,
estamos,VERB,estar,
estar,VERB,estar,
estar,VERB,estar,
estar,VERB,estar,
estimado,VERB,estimar,
estimar,VERB,estimar,
estimular,VERB,estimular,
estirar,VERB,estirar,
estorbar,VERB,estorbar,
estoy,VERB,estar,
estrechar,VERB,estrechar,
estrellar,VERB,estrellar,
estremecerse,VERB,estremecer,
estresada,VERB,estresar,
estresado,VERB,estresar,
estropear,VERB,estropear,
estrujar,VERB,estrujar,
estudia,VERB,estudiar,
estudiado,VERB,estudiar,
estudiando,VERB,estudiar,
estudiar,VERB,estudiar,
evacuar,VERB,evacuar,
evadir,VERB,evadir,
evaluar,VERB,evaluar,
evitar,VERB,evitar,
evolucionar,VERB,evolucionar,
exagerar,VERB,exagerar,
exaltar,VERB,exaltar,
examinar,VERB,examinar,
excavar,VERB,excavar,
exceder,VERB,exceder,
exclamar,VERB,exclamar,
excluido,VERB,excluir,
excluir,VERB,excluir,
exhibir,VERB,exhibir,
exigir,VERB,exigir,
existe,VERB,existir,
existir,VERB,existir,
existo,VERB,existir,
expandir,VERB,expandir,
experimentado,VERB,experimentar,
experimentar,VERB,experimentar,
expirar,VERB,expirar,
explica,VERB,explicar,
explicar,VERB,explicar,
explorar,VERB,explorar,
explota,VERB,explotar,
explotar,VERB,explotar,
exponer,VERB,exponer,
expresa,VERB,expresar,
expresar,VERB,expresar,
expresarse,VERB,expresar,
exprimir,VERB,exprimir,
expulsar,VERB,expulsar,
extender,VERB,extender,
extendido,VERB,extender,
extenuado,VERB,extenuar,
exteriorizar,VERB,exteriorizar,
extinguir,VERB,extinguir,
extraer,VERB,extraer,
extrañar,VERB,extrañar,
fabricar,VERB,fabricar,
facilitar,VERB,facilitar,
falla,VERB,fallar,
fallado,VERB,fallar,
fallar,VERB,fallar,
fallecer,VERB,fallecer,
fallecido,VERB,fallecer,
falsear,VERB,falsear,
faltar,VERB,faltar,
fantasear,VERB,fantasear,
fascinar,VERB,fascinar,
fastidiar,VERB,fastidiar,
fatigado,VERB,fatigar,
favorecer,VERB,favorecer,
